"Checked"	"Protein FDR Confidence"	"Master"	"Accession"	"Description"	"Exp q-value"	"Sum PEP Score"	"Coverage"	"Number of Peptides"	"Number of PSMs"	"Number of Unique Peptides"	"Number of Protein Groups"	"Number of AAs"	"MW in kDa"	"calc pI"	"Found in Sample in S42 F42 Sample F5_100K 3"	"Found in Sample in S41 F41 Sample F5_100K 3"	"Found in Sample in S40 F40 Sample F5_100K 3"	"Found in Sample in S39 F39 Sample F5_100K 2"	"Found in Sample in S38 F38 Sample F5_100K 2"	"Found in Sample in S37 F37 Sample F5_100K 2"	"Found in Sample in S36 F36 Sample F5_100K 1"	"Found in Sample in S35 F35 Sample F5_100K 1"	"Found in Sample in S34 F34 Sample F5_100K 1"	"Found in Sample in S33 F33 Sample F5_10K 3"	"Found in Sample in S32 F32 Sample F5_10K 3"	"Found in Sample in S31 F31 Sample F5_10K 3"	"Found in Sample in S30 F30 Sample F5_10K 2"	"Found in Sample in S29 F29 Sample F5_10K 2"	"Found in Sample in S28 F28 Sample F5_10K 2"	"Found in Sample in S27 F27 Sample F5_10K 1"	"Found in Sample in S26 F26 Sample F5_10K 1"	"Found in Sample in S25 F25 Sample F5_10K 1"	"Found in Sample in S24 F24 Sample F3_100K 3"	"Found in Sample in S22 F22 Sample F3_100K 3"	"Found in Sample in S23 F23 Sample F3_100K 2"	"Found in Sample in S21 F21 Sample F3_100K 2"	"Found in Sample in S20 F20 Sample F3_100K 2"	"Found in Sample in S19 F19 Sample F3_100K 2"	"Found in Sample in S18 F18 Sample F3_100K 1"	"Found in Sample in S17 F17 Sample F3_100K 1"	"Found in Sample in S16 F16 Sample F3_100K 1"	"Found in Sample in S15 F15 Sample F3_10K 3"	"Found in Sample in S14 F14 Sample F3_10K 3"	"Found in Sample in S13 F13 Sample F3_10K 3"	"Found in Sample in S12 F12 Sample F3_10K 2"	"Found in Sample in S11 F11 Sample F3_10K 2"	"Found in Sample in S10 F10 Sample F3_10K 2"	"Found in Sample in S9 F9 Sample F3_10K 1"	"Found in Sample in S8 F8 Sample F3_10K 1"	"Modifications"	"Area F5_100K 3"	"Area F5_100K 2"	"Area F5_100K 1"	"Area F5_10K 3"	"Area F5_10K 2"	"Area F5_10K 1"	"Area F3_100K 3"	"Area F3_100K 2"	"Area F3_100K 1"	"Area F3_10K 3"	"Area F3_10K 2"	"Area F3_10K 1"	"emPAI"	"Score Sequest HT"	"Number of Peptides Sequest HT"
"False"	"High"	"IsMasterProtein"	"P01892"	"HLA class I histocompatibility antigen, A-2 alpha chain OS=Homo sapiens OX=9606 GN=HLA-A PE=1 SV=1"	"0.000"	"187.329"	"61.3698630136986"	"18"	"490"	"3"	"1"	"365"	"40.9"	"6.99"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	""	"18577057.5416667"	""	""	"13823506.5"	"4682060.6875"	"1915387.9375"	"70045907.6875"	"8007055.625"	"4086043.625"	"62138442.125"	"39927700.53125"	""	"15.496"	"1223.02"	"18"
"False"	"High"	"IsMasterProtein"	"O60486"	"Plexin-C1 OS=Homo sapiens OX=9606 GN=PLXNC1 PE=1 SV=1"	"0.000"	"187.233"	"26.594387755102"	"34"	"175"	"34"	"1"	"1568"	"175.6"	"7.61"	"Not Found"	"Not Found"	"High"	"Low"	"Low"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Low"	"High"	"Not Found"	"High"	"High"	"Not Found"	"Low"	"High"	"Not Found"	"High"	"High"	"Not Found"	"High"	"High"	"Low"	"Low"	"High"	"Not Found"	"High"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	""	"1733935.01269531"	"994652.591796875"	"746143.215494792"	"7060372.63671875"	"10771948.7386068"	"2061572.89322917"	"13433908.5546875"	"23788208.1458333"	"24968499.6649306"	"12236935.7161458"	"24553374.6510417"	""	"1.855"	"310.79"	"34"
"False"	"High"	"IsMasterProtein"	"Q96A65"	"Exocyst complex component 4 OS=Homo sapiens OX=9606 GN=EXOC4 PE=1 SV=1"	"0.000"	"186.505"	"39.4250513347023"	"29"	"255"	"29"	"1"	"974"	"110.4"	"6.49"	"Not Found"	"High"	"High"	"Not Found"	"High"	"High"	"Not Found"	"High"	"High"	"Not Found"	"High"	"High"	"Not Found"	"High"	"High"	"Not Found"	"High"	"High"	"Not Found"	"High"	"High"	"Low"	"High"	"High"	"Not Found"	"High"	"High"	"Not Found"	"High"	"High"	"Not Found"	"High"	"High"	"Not Found"	"High"	""	"4764635.48372396"	"3529999.33138021"	"1206116.54264323"	"16250621.84375"	"21653110.8014323"	"6228898.10807292"	"3982119.8125"	"29690695.0607639"	"27334088.4322917"	"25959334.6692708"	"23005200.4518229"	"62559473.3333333"	"2.669"	"496.47"	"29"
"False"	"High"	"IsMasterProtein"	"P23528"	"Cofilin-1 OS=Homo sapiens OX=9606 GN=CFL1 PE=1 SV=3"	"0.000"	"185.912"	"79.5180722891566"	"19"	"662"	"18"	"1"	"166"	"18.5"	"8.09"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"274554901.333333"	"219708297.542318"	"41037637.3672417"	"1214047997.49132"	"1441674964.90538"	"183513006.25803"	"2283466427.63802"	"1311870665.41927"	"1537735856.57986"	"2287485274.59722"	"1160467867.91146"	"2856783980.0625"	"532.67"	"1673.91"	"19"
"False"	"High"	"IsMasterProtein"	"Q8N8A2"	"Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B OS=Homo sapiens OX=9606 GN=ANKRD44 PE=1 SV=3"	"0.000"	"185.523"	"38.8721047331319"	"28"	"285"	"28"	"1"	"993"	"107.5"	"6.30"	"High"	"High"	"High"	"High"	"High"	"High"	"Not Found"	"High"	"Not Found"	"High"	"High"	"High"	"High"	"High"	"High"	"Not Found"	"High"	"High"	"Not Found"	"High"	"High"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"High"	"Low"	"High"	"High"	"Low"	"High"	"High"	"High"	"High"	""	"3486327.76128472"	"2727296.17013889"	"1373486.38541667"	"16500526.0190972"	"22721667.0894097"	"9110881.31705729"	"1576276.4375"	"34857548.0208333"	"25977439.2760417"	"133535127.926866"	"22747583.4722222"	"35891886.7447917"	"4.429"	"511.87"	"28"
"False"	"High"	"IsMasterProtein"	"O15144"	"Actin-related protein 2/3 complex subunit 2 OS=Homo sapiens OX=9606 GN=ARPC2 PE=1 SV=1"	"0.000"	"185.339"	"67"	"24"	"447"	"24"	"1"	"300"	"34.3"	"7.36"	"High"	"Not Found"	"High"	"High"	"Low"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Not Found"	"Medium"	"High"	"High"	"High"	"High"	"High"	"Not Found"	"High"	"Not Found"	"High"	"High"	"High"	"High"	"High"	"Not Found"	"High"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	""	"42931862.4894206"	"25708738.2404514"	"3803822.15711806"	"80694188.7569444"	"166233139.557292"	"26638648.5003255"	"184140998.213542"	"152106252.731771"	"148693950.203559"	"278521852.597005"	"339155514.958333"	"530510321.020833"	"59.619"	"678.30"	"24"
"False"	"High"	"IsMasterProtein"	"P08195"	"4F2 cell-surface antigen heavy chain OS=Homo sapiens OX=9606 GN=SLC3A2 PE=1 SV=3"	"0.000"	"185.218"	"37.9365079365079"	"21"	"407"	"21"	"1"	"630"	"68.0"	"5.01"	"High"	"High"	"High"	"High"	"High"	"Not Found"	"High"	"High"	"Not Found"	"Not Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"28550372.3594293"	"51780391.6067708"	"5254618.47135417"	"105908662.16862"	"176575192.925781"	"19786906.4276259"	"67732685.5690104"	"418277905.68099"	"146102573.459201"	"202086656.141927"	"215807978.855469"	"198739328.990885"	"7.058"	"916.77"	"21"
"False"	"High"	"IsMasterProtein"	"Q7Z6Z7"	"E3 ubiquitin-protein ligase HUWE1 OS=Homo sapiens OX=9606 GN=HUWE1 PE=1 SV=3"	"0.000"	"185.046"	"11.7969821673525"	"34"	"244"	"34"	"1"	"4374"	"481.6"	"5.22"	"High"	"High"	"High"	"High"	"High"	"High"	"Medium"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Low"	"High"	"High"	"Low"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Low"	"High"	""	"7768196.73958333"	"7356508.06608073"	"690556.735677083"	"32417896.0399306"	"46782508.9357639"	"5832934.46180556"	"17868919.8645833"	"14917675.5320638"	"11780741.3242188"	"27548351.8385417"	"11563357.8365885"	"21711346.6809896"	"0.51"	"448.73"	"34"
"False"	"High"	"IsMasterProtein"	"Q8TEM1"	"Nuclear pore membrane glycoprotein 210 OS=Homo sapiens OX=9606 GN=NUP210 PE=1 SV=3"	"0.000"	"184.730"	"20.6677265500795"	"29"	"181"	"29"	"1"	"1887"	"205.0"	"6.81"	"Not Found"	"Not Found"	"High"	"Not Found"	"Low"	"High"	"Not Found"	"Not Found"	"High"	"Low"	"Not Found"	"High"	"Medium"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"High"	"Low"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Low"	"Not Found"	""	"6364142.30143229"	"3095749.88216146"	"604819.391927083"	"25205083.8072917"	"30190707.7473958"	"6853590.64453125"	"11537396.3541667"	"43068304.6354167"	"11248824.2916667"	"25662916.8645833"	"49285332.2447917"	"670585.875"	"1.662"	"299.65"	"29"
"False"	"High"	"IsMasterProtein"	"Q04695"	"Keratin, type I cytoskeletal 17 OS=Homo sapiens OX=9606 GN=KRT17 PE=1 SV=2"	"0.000"	"184.603"	"58.5648148148148"	"29"	"181"	"16"	"1"	"432"	"48.1"	"5.02"	"Not Found"	"Low"	"High"	"Not Found"	"High"	"High"	"Medium"	"High"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Low"	"Not Found"	"Not Found"	"High"	"Not Found"	"Low"	"Not Found"	"Not Found"	"Not Found"	"High"	"High"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Low"	"Medium"	"Not Found"	"High"	""	"2964714.9921875"	"1094003.6640625"	"1261972.56206597"	"523846985.479167"	"2171041.5"	"5300413.9921875"	"1178512.96875"	"2331988.66666667"	"6347974.82291667"	""	"2762563.25"	"5906016.5"	"11.253"	"340.99"	"29"
"False"	"High"	"IsMasterProtein"	"P14923"	"Junction plakoglobin OS=Homo sapiens OX=9606 GN=JUP PE=1 SV=3"	"0.000"	"183.966"	"49.9328859060403"	"25"	"104"	"23"	"1"	"745"	"81.7"	"6.14"	"High"	"Not Found"	"High"	"Not Found"	"High"	"High"	"High"	"High"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"High"	"Acetyl [N-Term]"	"2298062.41015625"	"3789799.53125"	"1750518.84114583"	"142577845.34375"	""	"1356988.4375"	""	"12562661.6743164"	"11545297.2526042"	""	"28778050.25"	"2427972.359375"	"6.305"	"177.32"	"25"
"False"	"High"	"IsMasterProtein"	"P07384"	"Calpain-1 catalytic subunit OS=Homo sapiens OX=9606 GN=CAPN1 PE=1 SV=1"	"0.000"	"183.734"	"58.4033613445378"	"33"	"382"	"33"	"1"	"714"	"81.8"	"5.67"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Not Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Not Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"13853407.6111111"	"11728419.6458333"	"3760106.48301866"	"42793336.0364583"	"79382151.1145833"	"16626124.2942708"	"41032212.1048177"	"100502090.892361"	"82925618.8402778"	"99624654.7248264"	"55325728.8077257"	"174289296.304688"	"7.449"	"629.07"	"33"
"False"	"High"	"IsMasterProtein"	"P16189"	"HLA class I histocompatibility antigen, A-31 alpha chain OS=Homo sapiens OX=9606 GN=HLA-A PE=1 SV=2"	"0.000"	"183.648"	"60.8219178082192"	"16"	"513"	"1"	"1"	"365"	"41.0"	"6.47"	"Medium"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Low"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	""	"4137324.21875"	"1987047.734375"	""	""	""	""	"32929415.375"	""	""	"42265754"	""	""	"17.738"	"1323.02"	"16"
"False"	"High"	"IsMasterProtein"	"Q9Y4I1"	"Unconventional myosin-Va OS=Homo sapiens OX=9606 GN=MYO5A PE=1 SV=2"	"0.000"	"183.455"	"24.743935309973"	"35"	"322"	"35"	"1"	"1855"	"215.3"	"8.48"	"High"	"High"	"High"	"High"	"High"	"High"	"Low"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Not Found"	"High"	"High"	"Not Found"	"High"	"High"	"Not Found"	"High"	"High"	"Low"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"3669618.72005208"	"2111118.51128472"	"1479043.32486979"	"11073793.0208333"	"14528373.8949653"	"3252638.59830729"	"9700431.05208333"	"26512616.7239583"	"21730464.8111979"	"65368122.5828993"	"17476029.0052083"	"20658310.5572917"	"1.14"	"565.81"	"35"
"False"	"High"	"IsMasterProtein"	"O94979"	"Protein transport protein Sec31A OS=Homo sapiens OX=9606 GN=SEC31A PE=1 SV=3"	"0.000"	"182.984"	"28.7704918032787"	"27"	"326"	"27"	"1"	"1220"	"132.9"	"6.89"	"High"	"High"	"High"	"High"	"High"	"High"	"Not Found"	"High"	"High"	"High"	"High"	"High"	"Not Found"	"High"	"High"	"High"	"High"	"High"	"Not Found"	"High"	"High"	"Not Found"	"High"	"High"	"Not Found"	"High"	"High"	"Medium"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"4474219.68847656"	"2501560.63259549"	"1240518.07145182"	"15137545.0625"	"26726102.2578125"	"5507904.28114149"	"7969915.27083333"	"14774022.3172743"	"15012018.6822917"	"25671506.2361111"	"12086266.5640191"	"17558137.9479167"	"4.08"	"573.66"	"27"
"False"	"High"	"IsMasterProtein"	"P20039"	"HLA class II histocompatibility antigen, DRB1-11 beta chain OS=Homo sapiens OX=9606 GN=HLA-DRB1 PE=1 SV=1"	"0.000"	"182.900"	"69.5488721804511"	"18"	"768"	"4"	"1"	"266"	"30.1"	"7.18"	"High"	"Not Found"	"Not Found"	"High"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"High"	"Not Found"	"High"	"High"	"High"	"Not Found"	"Not Found"	"Not Found"	"High"	"High"	"High"	"High"	"High"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"High"	"Not Found"	"Not Found"	"Not Found"	""	"38595828.1875"	"72236412.71875"	""	"24549008.4609375"	"161389965.493056"	""	"90874442.7890625"	"283125626.309028"	"21334678"	"96134335.953125"	"213345588.802083"	""	"114.478"	"1500.89"	"18"
"False"	"High"	"IsMasterProtein"	"P30475"	"HLA class I histocompatibility antigen, B-39 alpha chain OS=Homo sapiens OX=9606 GN=HLA-B PE=1 SV=1"	"0.000"	"182.890"	"63.53591160221"	"21"	"555"	"3"	"1"	"362"	"40.3"	"6.15"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"High"	"High"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	""	""	"48777221.359375"	""	"10273282.28125"	"140850363.973958"	"15231853.25"	"28182525.03125"	"139593015.375"	"58407893.5"	""	"121039429.041667"	"83828158.75"	"24.65"	"1112.12"	"21"
"False"	"High"	"IsMasterProtein"	"O95248"	"Myotubularin-related protein 5 OS=Homo sapiens OX=9606 GN=SBF1 PE=1 SV=4"	"0.000"	"181.964"	"24.3040685224839"	"32"	"175"	"31"	"1"	"1868"	"208.3"	"6.90"	"High"	"Low"	"High"	"Not Found"	"Not Found"	"High"	"Low"	"Low"	"High"	"Not Found"	"High"	"High"	"Low"	"High"	"High"	"Not Found"	"High"	"High"	"Not Found"	"High"	"High"	"Not Found"	"High"	"High"	"Low"	"High"	"High"	"Not Found"	"High"	"High"	"Not Found"	"High"	"High"	"Not Found"	"High"	""	"3408622.40559896"	"3889104.38541667"	"2168447.39794922"	"7284110.921875"	"10212799.1210938"	"1963117.3577474"	"12814637.4283854"	"10691135.9262153"	"15768946.1085069"	"16812462.0833333"	"7957598.27864583"	"6140048.27148438"	"1.412"	"337.88"	"32"
"False"	"High"	"IsMasterProtein"	"Q16531"	"DNA damage-binding protein 1 OS=Homo sapiens OX=9606 GN=DDB1 PE=1 SV=1"	"0.000"	"180.813"	"36.3157894736842"	"33"	"222"	"33"	"1"	"1140"	"126.9"	"5.26"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Low"	"High"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"High"	"Not Found"	"Low"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Low"	"Low"	"High"	""	"12448179.84375"	"11025074.2721354"	"1959336.66861979"	"39868914.125"	"48533026.1302083"	"350516535.559896"	""	"130140412.330729"	"1179493938.08333"	"125993493.354167"	"38765589.3333333"	"1811159173.28646"	"3.417"	"376.99"	"33"
"False"	"High"	"IsMasterProtein"	"Q9H4A4"	"Aminopeptidase B OS=Homo sapiens OX=9606 GN=RNPEP PE=1 SV=2"	"0.000"	"180.660"	"56.1538461538462"	"29"	"373"	"29"	"1"	"650"	"72.5"	"5.74"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Not Found"	"Not Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"14175168.8220486"	"9802710.88064236"	"2315750.27419705"	"37776285.8715278"	"32891104.8472222"	"19671308.7065972"	"387050743.934245"	"73304628.1953125"	"89046085.9722222"	"89234170.0347222"	"50717592.2695313"	"235045452.885417"	"9.661"	"704.41"	"29"
"False"	"High"	"IsMasterProtein"	"P21397"	"Amine oxidase [flavin-containing] A OS=Homo sapiens OX=9606 GN=MAOA PE=1 SV=1"	"0.000"	"180.496"	"52.1821631878558"	"21"	"340"	"21"	"1"	"527"	"59.6"	"7.85"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Not Found"	"High"	"High"	"High"	"High"	"High"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"High"	"High"	"Not Found"	"High"	"High"	"High"	"High"	"High"	"High"	""	"22549569.3470052"	"23022220.3229167"	"5274043.74403212"	"98329154.4635417"	"277255023.588542"	"32328320.0651042"	"18660964.8346354"	"101264419.791667"	"9744677.38020833"	"161354500.695313"	"146035167.242622"	"82072714.6119792"	"11.409"	"612.55"	"21"
"False"	"High"	"IsMasterProtein"	"Q562R1"	"Beta-actin-like protein 2 OS=Homo sapiens OX=9606 GN=ACTBL2 PE=1 SV=2"	"0.000"	"179.323"	"53.7234042553192"	"18"	"2031"	"7"	"1"	"376"	"42.0"	"5.59"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"2224251638.09033"	"565510112.1977"	"328798.551757813"	"1834579464.12652"	"7704203093.2717"	"9467966.92513021"	"566173817.416667"	"3776881928.35588"	"755224838.994792"	"2191384177.69835"	"1101732897.49314"	"10222500634.5508"	"89.063"	"2878.93"	"18"
"False"	"High"	"IsMasterProtein"	"Q95IE3"	"HLA class II histocompatibility antigen, DRB1-12 beta chain OS=Homo sapiens OX=9606 GN=HLA-DRB1 PE=1 SV=1"	"0.000"	"177.615"	"67.6691729323308"	"16"	"832"	"3"	"1"	"266"	"29.9"	"7.80"	"High"	"High"	"High"	"High"	"High"	"Not Found"	"High"	"High"	"High"	"High"	"High"	"Not Found"	"High"	"High"	"High"	"Not Found"	"Not Found"	"Not Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Not Found"	"High"	"High"	"High"	"High"	"High"	"Not Found"	"Not Found"	"Not Found"	""	"21266750.6128472"	"16778259.3450521"	"2826646.14518229"	"93254489.109375"	"37123349.7925347"	""	"198521519.673177"	"92441487.7623698"	"48240370.5455729"	"148435823.62066"	"61842766.25"	""	"85.596"	"1649.96"	"16"
"False"	"High"	"IsMasterProtein"	"P50990"	"T-complex protein 1 subunit theta OS=Homo sapiens OX=9606 GN=CCT8 PE=1 SV=4"	"0.000"	"177.192"	"65.8759124087591"	"30"	"409"	"30"	"1"	"548"	"59.6"	"5.60"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"19984090.5485026"	"13837432.2306858"	"4880755.78038195"	"56863649.5277778"	"60368029.1284722"	"20312703.4383681"	"79691323.0429688"	"37094431.5904948"	"66697742.796875"	"99921622.844618"	"63309236.8394097"	"125700173.864583"	"9.625"	"714.02"	"30"
"False"	"High"	"IsMasterProtein"	"P50570"	"Dynamin-2 OS=Homo sapiens OX=9606 GN=DNM2 PE=1 SV=2"	"0.000"	"177.192"	"39.0804597701149"	"27"	"382"	"23"	"1"	"870"	"98.0"	"7.44"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"53431303.4331597"	"7060616.38834635"	"5219057.26741536"	"34654488.9253472"	"38251081.9270833"	"9234370.53819444"	"9192341.9921875"	"49511699.0911458"	"32088233.8888889"	"40689108.3446181"	"93325249.5842014"	"50195648.5833333"	"2.845"	"833.01"	"27"
"False"	"High"	"IsMasterProtein"	"P10314"	"HLA class I histocompatibility antigen, A-32 alpha chain OS=Homo sapiens OX=9606 GN=HLA-A PE=1 SV=2"	"0.000"	"176.949"	"62.4657534246575"	"15"	"508"	"1"	"1"	"365"	"41.0"	"6.47"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Medium"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	""	""	""	""	""	""	""	""	"6604437.71875"	""	"4215875.15625"	""	""	"16.302"	"1321.09"	"15"
"False"	"High"	"IsMasterProtein"	"P03989"	"HLA class I histocompatibility antigen, B-27 alpha chain OS=Homo sapiens OX=9606 GN=HLA-B PE=1 SV=2"	"0.000"	"176.905"	"64.6408839779006"	"22"	"608"	"6"	"1"	"362"	"40.4"	"5.82"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"High"	"High"	"High"	"High"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"High"	"High"	"High"	"High"	"High"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"High"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	""	"47642782.2994792"	"12970437.015625"	"5709157.78255208"	"90058345.4140625"	"95205800.9505208"	"14025226.6552734"	"369392349.274902"	"86244097.8645833"	"58874655.9010417"	"273085417.511068"	"124593824.582031"	""	"47.329"	"1183.89"	"22"
"False"	"High"	"IsMasterProtein"	"Q86TI2"	"Dipeptidyl peptidase 9 OS=Homo sapiens OX=9606 GN=DPP9 PE=1 SV=3"	"0.000"	"176.880"	"37.7752027809965"	"25"	"255"	"24"	"1"	"863"	"98.2"	"6.46"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Low"	"Not Found"	"High"	"Low"	"Not Found"	"High"	"Not Found"	"Low"	"High"	"Not Found"	"Not Found"	"High"	"Low"	"Not Found"	"Not Found"	"High"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"High"	"High"	"Low"	"Not Found"	"High"	""	"15857390.7916667"	"6964018.04842122"	"4790082.7109375"	"62512152.875"	"107063305.390625"	"11315260.21875"	""	"93584016.421875"	"100130798.479167"	"147878130.75"	"29842928.9826389"	"150181086.083333"	"4.834"	"440.49"	"25"
"False"	"High"	"IsMasterProtein"	"P63104"	"14-3-3 protein zeta/delta OS=Homo sapiens OX=9606 GN=YWHAZ PE=1 SV=1"	"0.000"	"176.651"	"74.6938775510204"	"21"	"430"	"17"	"1"	"245"	"27.7"	"4.79"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Acetyl [N-Term]"	"36858853.0392795"	"41284366.4305556"	"8385393.73914931"	"115420642.638889"	"82991124.2326389"	"31130530.7005208"	"404994072.192057"	"148777592.460286"	"236705263.631944"	"386839552.258681"	"119768096.986328"	"367767178.720052"	"152.993"	"910.17"	"21"
